Recording	Participant	Czy_kolejarz	Czy_maszynista	Czy_pasjonat_kolei	Czy_używał_symulatorów_w_pracy	Płeć	Wiek	Wykształcenie	Zaawansowanie_w_grach	Zaawansowanie_w_grach_symulacyjnych	Timeline	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	484	180058	180408	350			0.846	0.66449	4.38776
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	485	180425	180508	83			0.86918	0.68214	4.40227
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	486	180524	180624	100			0.89773	0.64841	4.42515
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	487	180658	180724	67			0.80866	0.75032	4.419
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	488	180824	180974	150			0.26122	1.67651	4.43698
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	489	180991	181174	183			0.24444	1.67306	4.46897
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	490	181291	181440	150			0.76015	0.70755	4.49813
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	491	181474	181657	183			0.80435	0.72496	4.51947
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	492	181690	181990	300			0.85321	0.62433	4.55786
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	493	182023	182456	433			0.81918	0.66693	4.56767
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	494	182490	182723	233			0.88497	0.74631	4.54603
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	495	182823	183006	183			0.23601	1.6823	4.45657
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	496	183123	183472	350			0.83436	0.72113	4.37835
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	497	183589	183672	83			0.27179	1.68898	4.37126
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	498	183689	183805	117			0.2561	1.65749	4.35357
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	499	183922	184072	150			0.80203	0.66734	4.38134
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	500	184105	184438	333			0.83371	0.64053	4.4503
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	501	184455	184638	183			0.84703	0.62799	4.463
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	502	184671	184821	150			0.89616	0.69835	4.47422
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	503	184855	185071	217			0.86114	0.77792	4.45957
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	504	185121	185254	133			0.86423	0.17975	4.46926
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	505	185288	185654	366			0.80526	0.22132	4.28655
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	506	185687	185854	167			0.88902	0.21101	4.12701
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	507	185887	186087	200			0.79076	0.20412	4.0135
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	508	186120	186370	250			0.84522	0.20975	3.911
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	509	186387	186553	167			0.86571	0.21685	3.85734
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	510	186587	186670	83			0.90808	0.20363	3.78501
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	511	186720	186820	100			0.84913	0.20675	3.72885
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	512	186920	187170	250			0.51002	0.56209	3.76568
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	513	187220	187303	83			0.49187	0.65803	3.72588
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	514	187436	187569	133			0.81691	0.15022	3.74056
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	515	187586	187936	350			0.80213	0.16592	3.7991
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	516	187952	188169	217			0.83718	0.17609	3.89476
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	517	188186	188402	217			0.89058	0.16443	3.85856
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	518	188419	188669	250			0.85565	0.15752	3.78255
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	519	188685	188835	150			0.89742	0.14646	3.75527
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	520	188868	189135	266			0.8474	0.1554	3.68743
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	521	189152	189368	217			0.89563	0.15835	3.66408
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	522	189385	189535	150			0.92614	0.15755	3.66064
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	523	189585	189834	250			0.81031	0.19558	3.6179
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	524	189851	189968	117			0.84863	0.19593	3.59986
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	525	190051	190267	217			0.8616	0.91193	3.63821
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	526	190284	190434	150			0.84018	0.89775	3.67036
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	527	190517	191267	749			0.49574	0.52895	3.5954
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	528	191350	191533	183			0.64986	0.53922	3.46633
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	529	191716	191816	100			0.83101	0.20702	3.55711
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	530	191883	192066	183			0.47782	0.14097	3.68073
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	531	192116	192333	217			0.31683	0.15256	3.80762
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	532	192349	192433	83			0.31474	0.09296	3.80541
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	533	192582	192699	117			0.23678	1.51662	3.74661
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	534	192716	192866	150			0.23653	1.59515	3.7891
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	535	192916	193265	350			0.24291	1.68434	3.94043
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	536	193282	193365	83			0.23445	1.6626	4.00947
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	537	193548	193782	233			0.86446	0.6397	4.02902
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	538	193815	194065	250			0.8603	0.71667	4.02334
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	539	194081	194231	150			0.82156	0.7413	4.04091
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	540	194314	194498	183			0.80929	0.17161	3.98605
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	541	194514	194648	133			0.78982	0.1917	3.8919
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	542	194681	194881	200			0.80949	0.09327	3.84668
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	543	194914	195014	100			0.90578	0.09183	3.82326
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	544	195064	195230	167			0.70244	0.68743	3.78831
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Partial	545	195297	195464	167			0.44301	0.63353	3.82143
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	546	195514	195597	83			0.47696	0.53934	3.91835
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	547	195680	195763	83			0.16099	0.24973	3.96085
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	548	195797	195930	133			0.12359	0.26107	3.89102
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	549	195947	196030	83			0.21204	0.25064	3.82642
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	550	196080	196263	183			0.07049	0.28541	3.79621
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	551	196313	196496	183			0.20603	0.25928	3.83131
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	552	196513	196696	183			0.20937	0.20126	3.85404
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	553	197079	197862	783			0.2216	1.61146	4.04557
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	554	197879	198062	183			0.25121	1.62681	4.12104
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	555	198078	198528	450			0.22082	1.62024	4.19028
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Partial	556	198545	198695	150			0.24704	1.66008	4.21974
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	557	198845	198928	83			0.70569	0.2958	4.25241
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	558	198978	199111	133			0.81146	0.25347	4.2089
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	559	199161	199278	117			0.86165	0.77975	4.14402
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	560	199377	199561	183			0.80577	0.18846	4.2059
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	561	199577	199661	83			0.78114	0.20693	4.23187
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	562	199744	199894	150			0.4539	0.21308	4.16291
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Partial	563	200293	200360	67			0.30464	1.69905	4.06052
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	564	200377	200477	100			0.31062	1.71072	4.1934
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	565	200493	200627	133			0.314	1.72901	4.23709
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	566	200876	200993	117			0.26044	1.73386	4.18678
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	567	201010	201226	217			0.24604	1.73222	4.38448
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	568	201376	201459	83			0.85562	0.47653	4.25651
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	569	201509	201626	117			0.8441	0.21502	4.17425
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	570	201742	201859	117			0.48216	0.16428	4.02634
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	571	201876	202192	316			0.30832	0.19397	3.93107
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	572	202209	202492	283			0.34824	0.19374	3.86368
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	573	202542	202925	383			0.47639	0.15946	3.87251
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	574	202942	203008	67			0.45489	0.12716	3.88045
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	575	203042	203358	316			0.50762	0.11346	3.89083
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	576	203641	203791	150			0.30939	1.64067	3.81041
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	577	203808	204057	250			0.31861	1.62922	3.91712
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	578	204074	204357	283			0.35546	1.62775	3.97853
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	579	204440	204524	83			0.32783	1.62326	3.91553
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	580	204674	204824	150			0.81145	0.61606	3.92022
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	581	204874	205023	150			0.86087	0.70382	3.94436
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	582	205090	205257	167			0.49914	0.50174	4.01953
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	583	205273	205423	150			0.49088	0.53853	4.02252
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	584	205440	205740	300			0.51874	0.49448	3.85931
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	585	205806	206139	333			0.79958	0.19968	3.67182
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	586	206306	206489	183			0.51779	0.54891	3.67352
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Partial	587	206539	206656	117			0.52261	0.4916	3.72509
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	588	206889	206955	67			0.22195	1.64971	3.70051
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	589	207172	207288	117			0.87241	0.62074	3.90849
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	590	207338	207472	133			0.87001	0.69837	3.93209
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	591	207505	207688	183			0.89907	0.64115	3.97574
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	592	207705	207788	83			0.8693	0.61577	4.0112
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	593	208005	208288	283			0.22128	1.62309	4.06885
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	594	208438	208621	183			0.7848	0.33945	4.16373
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	595	208654	208821	167			0.79327	0.19198	4.16478
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	596	208854	208954	100			0.71238	0.14819	4.14717
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	597	208971	209137	167			0.46969	0.26397	4.09119
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	598	209170	209420	250			0.46836	0.12803	3.98573
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	599	209470	209653	183			0.53637	0.69285	3.92969
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	600	209687	209986	300			0.49693	0.57398	3.89837
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	601	210103	210320	217			0.82052	0.1662	3.92286
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	602	210336	210453	117			0.8495	0.17759	3.87354
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	603	210469	210653	183			0.87577	0.17593	3.83683
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	604	210669	210736	67			0.9069	0.18448	3.82477
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	605	210786	210952	167			0.79936	0.22485	3.85938
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	606	210969	211052	83			0.8252	0.2254	3.89173
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	607	211102	211352	250			0.88634	0.22695	3.97391
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	608	212018	212152	133			0.53137	0.51752	4.1739
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	609	212185	212385	200			0.49227	0.56699	4.16425
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	610	212485	212718	233			0.83569	0.50082	4.08817
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	611	212734	212934	200			0.86824	0.51336	4.01827
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	612	212968	213151	183			0.84557	0.20391	4.08114
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	613	213317	213484	167			0.47742	0.60371	4.12061
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	614	213501	215083	1582			0.49679	0.55398	3.82534
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	615	215133	215316	183			0.43182	0.55894	3.61026
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	616	215333	215466	133			0.53214	0.5597	3.58939
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	617	215599	215682	83			0.81184	0.18718	3.59944
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	618	215866	215949	83			0.86566	0.72581	3.71794
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	619	215999	216132	133			0.92918	0.70725	3.8185
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Partial	620	216165	216249	83			0.86676	0.63318	3.90246
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	621	216365	216448	83			0.23614	1.65721	3.95783
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	622	216465	216648	183			0.21503	1.65683	3.94305
