Recording	Participant	Czy_kolejarz	Czy_maszynista	Czy_pasjonat_kolei	Czy_używał_symulatorów_w_pracy	Płeć	Wiek	Wykształcenie	Zaawansowanie_w_grach	Zaawansowanie_w_grach_symulacyjnych	Timeline	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1408	453227	453576	350			0.87359	0.62815	4.03853
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1409	453593	453943	350			0.88955	0.63108	4.01683
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1410	453993	454293	300			0.89971	0.91757	3.89165
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1411	454326	454609	283			0.89554	0.65377	3.88171
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1412	454626	454859	233			0.91696	0.67347	3.90052
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1413	454909	455841	933			0.90845	0.90535	3.82497
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1414	455875	456141	266			0.9013	0.63919	3.63506
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1415	456291	456408	117			0.8761	0.11337	3.60612
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1416	456441	456608	167			0.92103	0.10575	3.65446
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1417	456624	456741	117			0.89312	0.10652	3.64397
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1418	456824	456974	150			0.50864	0.61593	3.50871
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1419	457007	457190	183			0.47241	0.55292	3.42413
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1420	457390	457607	217			0.8718	0.64528	3.44715
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1421	457623	457873	250			0.87361	0.67463	3.4886
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1422	457923	458007	83			0.86353	0.74533	3.50117
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1423	458056	458523	466			0.89582	0.64024	3.48798
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Partial	1424	458656	458739	83			0.33455	0.13274	3.51787
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1425	458856	459139	283			0.33398	0.15144	3.41925
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1426	459222	459439	217			0.43816	0.77493	3.43259
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1427	459455	459639	183			0.50988	0.76071	3.41116
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1428	459722	459922	200			0.29442	0.83211	3.3924
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1429	460022	460355	333			0.62658	1.02874	3.40352
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1430	460421	460571	150			0.44953	1.03432	3.41024
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1431	460621	460738	117			0.48105	1.00213	3.39407
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1432	460788	461004	217			0.11215	0.99242	3.38206
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1433	461038	461138	100			0.05741	0.99108	3.42065
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1434	461221	461404	183			0.34761	0.73546	3.4402
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1435	461421	461637	217			0.44309	0.62642	3.36166
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1436	461687	461837	150			0.48399	0.68601	3.28544
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1437	461904	462786	883			0.87494	0.71989	3.39345
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1438	462820	465335	2515			0.90685	0.80293	3.40265
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1439	465351	465801	450			0.83203	0.81127	3.4017
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1440	465867	465967	100			0.91023	0.12332	3.4358
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1441	465984	466217	233			0.91431	0.07675	3.40071
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1442	466251	467933	1682			0.85024	0.05497	3.21538
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1443	467949	468466	516			0.8278	0.07784	3.26031
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1444	468649	469098	450			0.44084	0.60789	3.30357
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1445	469148	469465	316			0.48295	0.54226	3.36137
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1446	469498	469898	400			0.38568	0.52727	3.39123
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1447	469948	470131	183			0.42053	0.76475	3.45102
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1448	470164	470364	200			0.49803	0.72189	3.48329
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1449	470398	470564	167			0.49284	0.565	3.49772
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1450	470614	470831	217			0.45849	0.18361	3.56852
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1451	470847	470997	150			0.46718	0.14273	3.53605
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1452	471014	471164	150			0.24647	0.19727	3.50262
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1453	471180	471397	217			0.21825	0.22388	3.50577
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1454	471447	471697	250			0.30709	0.21167	3.52632
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1455	471747	472030	283			0.43903	0.53631	3.54266
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1456	472046	472213	167			0.50297	0.53742	3.49358
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1457	472246	472629	383			0.56152	0.47231	3.46389
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1458	472646	472812	167			0.51194	0.46157	3.49028
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1459	472879	472996	117			0.83238	0.11304	3.47126
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1460	473012	473928	916			0.8469	0.08475	3.32516
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1461	474045	474195	150			0.51525	0.50788	3.27107
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1462	474245	477143	2898			0.48758	0.55111	3.36411
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1463	477176	478975	1799			0.35965	0.73599	3.43078
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1464	479108	479191	83			0.91011	0.71831	3.62101
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1465	479774	479941	167			0.85239	0.6912	3.87174
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1466	479974	480357	383			0.90988	0.66092	3.82058
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1467	480407	480640	233			0.89175	0.92531	3.77675
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1468	480657	481373	716			0.90678	0.64362	3.77307
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1469	481573	483954	2382			0.45403	0.63876	3.57703
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1470	484004	484754	749			0.29641	0.86322	3.48859
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1471	484970	487252	2282			0.29304	0.81579	3.51522
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1472	487302	487951	650			0.48555	0.63713	3.43555
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1473	488135	490883	2748			0.50185	0.58738	3.54436
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1474	491066	493481	2415			0.48973	0.58101	3.4444
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1475	493497	493631	133			0.49981	0.54466	3.44237
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1476	493697	493781	83			0.46025	0.21026	3.47264
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1477	493797	493914	117			0.46617	0.15874	3.4462
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1478	493930	494080	150			0.48101	0.12205	3.36069
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1479	494147	494347	200			0.90693	0.04728	3.36875
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1480	494363	494597	233			0.93851	0.04687	3.40782
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1481	494630	494930	300			0.84182	0.06144	3.33637
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1482	495030	495213	183			0.55557	0.49889	3.27213
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1483	495230	495479	250			0.52185	0.49737	3.2844
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1484	495513	495646	133			0.60999	0.48505	3.29844
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1485	495862	496012	150			0.30504	0.77793	3.27808
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1486	496096	496179	83			0.27998	0.21871	3.32228
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1487	496195	496612	416			0.30855	0.17492	3.30806
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1488	496662	497078	416			0.48063	0.14019	3.2678
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1489	497128	497378	250			0.3006	0.16265	3.40568
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1490	497428	497611	183			0.34189	0.14886	3.4632
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1491	497628	497711	83			0.33569	0.11435	3.47147
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1492	497728	497944	217			0.29707	0.12216	3.48867
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1493	497961	498144	183			0.3571	0.12511	3.47315
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1494	498194	498344	150			0.47651	0.12337	3.46882
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1495	498361	498660	300			0.51582	0.11717	3.45399
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1496	498694	498844	150			0.44184	0.10591	3.49225
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1497	498860	498977	117			0.46368	0.10604	3.50997
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1498	498993	499243	250			0.47916	0.10448	3.50865
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1499	499260	499410	150			0.51019	0.10622	3.51092
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1500	499760	499843	83			0.3104	1.61679	3.60412
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1501	499859	499943	83			0.33133	1.63556	3.63325
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1502	499959	500276	316			0.34047	1.59709	3.52855
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1503	500392	500542	150			0.55002	0.0899	3.58636
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1504	500559	500676	117			0.52357	0.09433	3.54575
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1505	500792	500875	83			0.51313	0.07837	3.47987
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1506	500892	500975	83			0.47978	0.09141	3.42629
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1507	501025	501175	150			0.30245	0.12223	3.41644
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1508	501242	501458	217			0.84098	0.09855	3.49842
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1509	501508	501642	133			0.78678	0.7144	3.4924
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1510	501658	501808	150			0.48784	0.5456	3.4779
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1511	501858	501941	83			0.41661	0.16593	3.56362
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1512	502058	502274	217			0.30899	0.12327	3.61332
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1513	502324	502558	233			0.48065	0.09044	3.60633
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1514	502591	502741	150			0.47735	0.21132	3.64744
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1515	502791	502941	150			0.30163	0.21174	3.61941
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1516	503057	503240	183			0.48107	0.62036	3.61585
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1517	503257	503640	383			0.49489	0.54773	3.649
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1518	503690	503990	300			0.35137	0.51262	3.56524
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1519	504040	504273	233			0.49446	0.5553	3.50188
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1520	504290	504473	183			0.49638	0.52537	3.42916
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1521	504489	504739	250			0.49667	0.46931	3.33072
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1522	504789	504972	183			0.38601	0.40689	3.19313
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1523	505022	505272	250			0.49945	0.35617	3.07614
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1524	505306	505639	333			0.5145	0.50626	3.059
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1525	505655	505805	150			0.49958	0.54571	3.09938
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1526	505855	505972	117			0.44733	0.64783	3.12809
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Partial	1527	506022	506371	350			0.50581	0.5208	3.21078
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1528	506488	506638	150			0.50465	0.51839	3.31412
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1529	506655	506771	117			0.52443	0.4969	3.282
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1530	506821	507071	250			0.62212	0.47132	3.30141
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1531	507088	507204	117			0.6149	0.4461	3.23665
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1532	507271	507437	167			0.88439	0.06743	3.23127
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1533	507454	507554	100			0.90678	0.04194	3.21168
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1534	507587	507787	200			0.85171	0.03329	3.25938
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1535	507837	508004	167			0.87714	0.47358	3.28759
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1536	508054	508153	100			0.88614	0.73058	3.28166
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1537	508203	508403	200			0.91204	0.43682	3.34071
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1538	508420	508620	200			0.90219	0.37226	3.36827
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1539	508653	508936	283			0.93047	0.29687	3.21187
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1540	508986	509536	550			0.88915	0.43769	3.0628
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1541	509586	509802	217			0.87246	0.67093	3.19318
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1542	509852	510069	217			0.87003	0.75488	3.25062
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1543	510102	510269	167			0.8874	0.62336	3.33168
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1544	510419	510535	117			0.22449	1.58634	3.50771
u02-1	u02	nie	nie	nie	nie dotyczy	K	17-23	średnie	0	0	Timeline1	Entire Recording	1	Screen Recording u02-1	Fixation	Whole	1545	510552	510735	183			0.20936	1.6141	3.58116
