Recording	Participant	Czy_kolejarz	Czy_maszynista	Czy_pasjonat_kolei	Czy_używał_symulatorów_w_pracy	Płeć	Wiek	Wykształcenie	Zaawansowanie_w_grach	Zaawansowanie_w_grach_symulacyjnych	Timeline	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	404	163290	163606	316			0.49394	0.57472	5.20999
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	405	163656	163923	266			0.8732	0.61663	5.19996
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	406	163989	164356	366			0.48495	0.53032	5.29833
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	407	164373	165505	1133			0.50307	0.52553	5.13708
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	408	165555	165755	200			0.89959	0.71285	5.28381
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	409	165772	166055	283			0.8922	0.62018	5.30827
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	410	166105	166388	283			0.50503	0.5358	maj.44
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	411	166404	166787	383			0.46918	0.53763	5.22587
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	412	166804	167021	217			0.40946	0.61383	5.30873
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	413	167054	167903	849			0.50028	0.68676	5.32972
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	414	168003	168170	167			0.90027	0.66543	5.38174
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	415	168203	168386	183			0.88181	0.73453	5.39287
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	416	168403	168553	150			0.89155	0.7738	5.41739
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	417	168569	168653	83			0.92064	0.7898	5.43218
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	418	168753	168853	100			0.52258	0.53858	5.43988
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	419	168869	169419	550			0.4988	0.53035	5.1462
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	420	169436	169785	350			0.47547	0.52606	5.07831
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	421	169802	169985	183			0.45075	0.52567	5.13779
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	422	170002	170268	266			0.31477	0.53985	5.18243
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	423	170302	170551	250			0.51446	0.55069	5.14885
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	424	170568	170968	400			0.50031	0.52704	5.05774
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	425	171051	171317	266			0.856	0.13194	5.13022
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	426	171334	171451	117			0.82788	0.11671	5.06005
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	427	171517	171717	200			0.41245	0.17326	4.95408
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	428	171767	171917	150			0.47511	0.17843	5.05407
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	429	171934	172017	83			0.47195	0.13608	5.10689
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	430	172067	172283	217			0.47803	0.56783	5.17972
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	431	172300	173916	1615			0.4885	0.52356	5.12071
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	432	174132	174315	183			0.37146	0.53126	5.11125
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	433	174365	174482	117			0.2556	0.53389	4.99949
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	434	174598	174815	217			0.47708	0.53978	4.94898
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	435	174832	175781	949			0.48883	0.51829	4.99852
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	436	175798	175947	150			0.34954	0.52031	5.06118
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	437	175997	176414	416			0.23374	0.51693	4.98285
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	438	176430	176580	150			0.23368	0.45641	4.95582
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	439	176597	176880	283			0.21596	0.34112	5.01252
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	440	176897	177080	183			0.2287	0.5633	4.86351
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	441	177130	177313	183			0.48493	0.54783	4.79222
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	442	177330	178129	799			0.50489	0.52129	4.97109
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	443	178179	178462	283			0.87692	0.72215	5.02454
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	444	178496	178645	150			0.87994	0.62748	4.93752
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	445	178695	178945	250			0.4837	0.54086	4.88076
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	446	178962	180544	1582			0.48595	0.5166	4.85469
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	447	180561	180894	333			0.49917	0.52757	5.0877
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	448	180944	181110	167			0.86764	0.68131	5.22217
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	449	181127	181244	117			0.88318	0.72351	5.20004
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	450	181277	181510	233			0.8984	0.6486	5.19228
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	451	181527	181693	167			0.91923	0.65364	5.21181
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	452	181710	182010	300			0.46764	0.59116	5.23059
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	453	182060	182310	250			0.89812	0.64378	5.18254
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	454	182326	182543	217			0.87218	0.72095	5.15271
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	455	182609	182793	183			0.44243	0.54602	5.23149
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	456	182826	183942	1116			0.49618	0.52916	5.10159
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	457	184158	184325	167			0.49336	0.52591	5.07732
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	458	184341	184575	233			0.89818	0.63542	5.1067
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	459	184591	184874	283			0.88427	0.74827	5.10904
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	460	184941	185041	100			0.89306	0.20057	5.14874
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	461	185058	185241	183			0.88916	0.1355	5.15829
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	462	185291	185474	183			0.83073	0.12986	5.00076
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	463	185541	185874	333			0.45473	0.14366	4.94987
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	464	185924	186040	117			0.33484	0.14796	4.99407
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	465	186107	186307	200			0.09909	0.12119	4.98304
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	466	186323	186540	217			0.27546	0.14361	4.88924
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	467	186556	186640	83			0.29158	0.18462	4.77237
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	468	186656	186873	217			0.18774	0.19236	4.79305
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	469	186890	187339	450			0.05922	0.18298	4.86789
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	470	187356	187706	350			0.10668	0.17294	4.83703
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	471	187739	187939	200			0.1943	0.17408	4.89535
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	472	187972	188522	550			0.29326	0.18149	4.95078
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	473	188572	189171	600			0.46844	0.19166	4.97528
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	474	189221	189604	383			0.29348	0.21368	5.07309
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	475	189621	189704	83			0.32053	0.21657	5.10778
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	476	189754	189971	217			0.46282	0.23417	5.12739
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	477	190021	191453	1432			0.49558	0.53725	5.01313
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	478	191503	191636	133			0.84407	0.69745	5.18889
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	479	191653	191969	316			0.87303	0.72434	5.17268
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	480	191986	192236	250			0.88722	0.62132	5.19073
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	481	192286	192569	283			0.86365	0.72326	5.17607
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	482	192585	192935	350			0.87578	0.66785	5.20522
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	483	193002	193801	799			0.48775	0.53691	5.01801
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	484	193818	194018	200			0.44292	0.52417	5.02778
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	485	194068	194201	133			0.85577	0.65169	5.15028
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	486	194251	194467	217			0.89418	0.60817	5.18239
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	487	194501	195000	500			0.86775	0.73379	5.22033
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	488	195034	195267	233			0.89018	0.66766	5.27805
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	489	195283	195633	350			0.89799	0.62863	5.26825
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	490	195650	196000	350			0.86589	0.708	5.21937
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	491	196216	196299	83			0.46587	0.52234	5.30703
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	492	196316	197482	1166			0.49215	0.52453	5.04138
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	493	197515	197732	217			0.45294	0.51981	5.1495
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	494	197748	198048	300			0.42273	0.52192	5.18828
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	495	198081	198331	250			0.47496	0.52089	5.19112
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	496	198348	199797	1449			0.48808	0.51889	5.22587
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	497	199814	200063	250			0.43802	0.5199	5.26209
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	498	200080	200396	316			0.47635	0.51759	5.26679
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	499	200546	200796	250			0.48421	0.52426	5.23295
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	500	200863	201096	233			0.86842	0.72003	5.22992
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	501	201146	201262	117			0.88098	0.6314	5.1699
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	502	201279	201396	117			0.90197	0.62838	5.10821
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	503	201412	201829	416			0.8698	0.73289	5.05787
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	504	201862	202162	300			0.88615	0.62065	5.14102
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	505	202228	203361	1133			0.49522	0.52778	5.10171
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	506	203378	203694	316			0.48468	0.54842	5.20277
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	507	203727	203994	266			0.35054	0.53996	5.15669
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	508	204010	204160	150			0.22922	0.53806	5.13932
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	509	204410	205709	1299			0.50073	0.52869	5.28254
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	510	205926	206292	366			0.50664	0.52892	5.33357
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	511	206359	206442	83			0.81413	0.25322	5.36874
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	512	206459	206792	333			0.82393	0.19781	5.36069
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	513	206808	207058	250			0.87579	0.20334	5.18322
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	514	207075	207325	250			0.9108	0.21031	5.19952
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	515	207358	207558	200			0.82498	0.21892	5.30395
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	516	207575	207891	316			0.8739	0.21598	5.46607
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	517	207924	208124	200			0.82703	0.52009	5.49706
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	518	208174	208324	150			0.49206	0.58314	maj.69
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	519	208341	209340	999			0.503	0.53778	5.24992
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	520	209407	209690	283			0.87477	0.71718	maj.54
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	521	209740	209956	217			0.88608	0.61	5.39718
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	522	209989	210189	200			0.48964	0.55117	5.40435
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	523	210206	210622	416			0.50183	0.5366	5.28303
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	524	210706	210955	250			0.88905	0.70323	5.30246
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	525	210972	211189	217			0.87004	0.73277	5.31904
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	526	211372	211771	400			0.87713	0.61822	5.31994
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	527	211805	212005	200			0.86655	0.71775	5.31735
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	528	212055	212538	483			0.49097	0.53785	5.23512
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	529	212588	212821	233			0.86714	0.67527	5.12069
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	530	212837	213237	400			0.88136	0.62356	5.24382
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	531	213270	213520	250			0.8512	0.71763	5.32441
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	532	213570	213720	150			0.91159	0.6302	5.40655
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Partial	533	213787	213920	133			0.52202	0.55047	5.42385
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	534	213937	214603	666			0.49498	0.52264	5.15627
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	535	214636	214886	250			0.86066	0.63297	5.18089
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	536	214903	215269	366			0.88903	0.6208	5.17164
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	537	215302	215469	167			0.87716	0.50008	5.24374
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	538	215535	215669	133			0.57317	0.52295	5.14914
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	539	215702	215835	133			0.41949	0.54415	4.99785
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	540	215935	216085	150			0.2278	0.52974	4.89714
u01-1	u01	nie	nie	nie	nie dotyczy	M	24-29	wyższe	5	0	Timeline1	Entire Recording	1	Screen Recording u01-1	Fixation	Whole	541	216118	216285	167			0.14763	0.46247	4.84791
